x,y,total_attenuation_dB
41,87.0,65.7
41,88.0,65.8
41,89.0,65.9
41,90.0,66.1
41,91.0,66.2
41,92.0,66.3
41,93.0,66.4
41,94.0,66.6
41,95.0,66.7
41,96.0,66.8
41,97.0,66.9
41,98.0,67.1
41,99.0,67.2
42,0.0,67.2
42,1.0,67.1
42,2.0,67.0
42,3.0,66.9
42,4.0,66.7
42,5.0,66.6
42,6.0,66.5
42,7.0,66.4
42,8.0,66.2
42,9.0,66.1
42,10.0,66.0
42,11.0,65.8
42,12.0,65.7
42,13.0,65.6
42,14.0,65.4
42,15.0,65.3
42,16.0,65.2
42,17.0,65.1
42,18.0,64.9
42,19.0,64.8
42,20.0,64.7
42,21.0,64.5
42,22.0,64.4
42,23.0,64.3
42,24.0,64.1
42,25.0,64.0
42,26.0,63.9
42,27.0,63.8
42,28.0,63.6
42,29.0,63.5
42,30.0,63.4
42,31.0,63.3
42,32.0,63.2
42,33.0,63.1
42,34.0,63.0
42,35.0,62.9
42,36.0,62.8
42,37.0,62.7
42,38.0,62.6
42,39.0,62.5
42,40.0,62.4
42,41.0,62.4
42,42.0,62.3
42,43.0,62.2
42,44.0,62.2
42,45.0,62.1
42,46.0,62.1
42,47.0,62.1
42,48.0,62.1
42,49.0,62.0
42,50.0,62.0
42,51.0,62.0
42,52.0,62.1
42,53.0,62.1
42,54.0,62.1
42,55.0,62.1
42,56.0,62.2
42,57.0,62.2
42,58.0,62.3
42,59.0,62.4
42,60.0,62.4
42,61.0,62.5
42,62.0,62.6
42,63.0,62.7
42,64.0,62.8
42,65.0,62.9
42,66.0,63.0
42,67.0,63.1
42,68.0,63.2
42,69.0,63.3
42,70.0,63.4
42,71.0,63.5
42,72.0,63.6
42,73.0,63.8
42,74.0,63.9
42,75.0,64.0
42,76.0,64.1
42,77.0,64.3
42,78.0,64.4
42,79.0,64.5
42,80.0,64.7
42,81.0,64.8
42,82.0,64.9
42,83.0,65.1
42,84.0,65.2
42,85.0,65.3
42,86.0,65.4
42,87.0,65.6
42,88.0,65.7
42,89.0,65.8
42,90.0,66.0
42,91.0,66.1
42,92.0,66.2
42,93.0,66.4
42,94.0,66.5
42,95.0,66.6
42,96.0,66.7
42,97.0,66.9
42,98.0,67.0
42,99.0,67.1
43,0.0,82.1
43,1.0,82.0
43,2.0,66.9
43,3.0,66.8
43,4.0,66.6
43,5.0,66.5
43,6.0,66.4
43,7.0,66.3
43,8.0,66.1
43,9.0,66.0
43,10.0,65.9
43,11.0,65.7
43,12.0,65.6
43,13.0,65.5
43,14.0,65.3
43,15.0,65.2
43,16.0,65.1
43,17.0,64.9
43,18.0,64.8
43,19.0,64.6
43,20.0,64.5
43,21.0,64.4
43,22.0,64.2
43,23.0,64.1
43,24.0,64.0
43,25.0,63.8
43,26.0,63.7
43,27.0,63.6
43,28.0,63.5
43,29.0,63.3
43,30.0,63.2
43,31.0,63.1
43,32.0,63.0
43,33.0,62.9
43,34.0,62.7
43,35.0,62.6
43,36.0,62.5
43,37.0,62.4
43,38.0,62.3
43,39.0,62.3
43,40.0,62.2
43,41.0,62.1
43,42.0,62.0
43,43.0,62.0
43,44.0,61.9
43,45.0,61.9
43,46.0,61.8
43,47.0,61.8
43,48.0,61.8
43,49.0,61.8
43,50.0,61.8
43,51.0,61.8
43,52.0,61.8
43,53.0,61.8
43,54.0,61.8
43,55.0,61.9
43,56.0,61.9
43,57.0,62.0
43,58.0,62.0
43,59.0,62.1
43,60.0,62.2
43,61.0,62.3
43,62.0,62.3
43,63.0,62.4
43,64.0,62.5
43,65.0,62.6
43,66.0,62.7
43,67.0,62.9
43,68.0,63.0
43,69.0,63.1
43,70.0,63.2
43,71.0,63.3
43,72.0,63.5
43,73.0,63.6
43,74.0,63.7
43,75.0,63.8
43,76.0,64.0
43,77.0,64.1
43,78.0,64.2
43,79.0,64.4
43,80.0,64.5
43,81.0,64.6
43,82.0,64.8
43,83.0,64.9
43,84.0,65.1
43,85.0,65.2
43,86.0,65.3
43,87.0,65.5
43,88.0,65.6
43,89.0,65.7
43,90.0,65.9
43,91.0,66.0
43,92.0,66.1
43,93.0,66.3
43,94.0,66.4
43,95.0,66.5
43,96.0,66.6
43,97.0,66.8
43,98.0,66.9
43,99.0,67.0
44,0.0,82.1
44,1.0,81.9
44,2.0,81.8
44,3.0,66.7
44,4.0,66.6
44,5.0,66.4
44,6.0,66.3
44,7.0,66.2
44,8.0,66.0
44,9.0,65.9
44,10.0,65.8
44,11.0,65.6
44,12.0,65.5
44,13.0,65.3
44,14.0,65.2
44,15.0,65.1
44,16.0,64.9
44,17.0,64.8
44,18.0,64.6
44,19.0,64.5
44,20.0,64.4
44,21.0,64.2
44,22.0,64.1
44,23.0,63.9
44,24.0,63.8
44,25.0,63.7
44,26.0,63.5
44,27.0,63.4
44,28.0,63.3
44,29.0,63.1
44,30.0,63.0
44,31.0,62.9
44,32.0,62.8
44,33.0,62.6
44,34.0,62.5
44,35.0,62.4
44,36.0,62.3
44,37.0,62.2
44,38.0,62.1
44,39.0,62.0
44,40.0,61.9
44,41.0,61.8
44,42.0,61.8
44,43.0,61.7
44,44.0,61.7
44,45.0,61.6
44,46.0,61.6
44,47.0,61.5
44,48.0,61.5
44,49.0,61.5
44,50.0,61.5
44,51.0,61.5
44,52.0,61.5
44,53.0,61.5
44,54.0,61.6
44,55.0,61.6
44,56.0,61.7
44,57.0,61.7
44,58.0,61.8
44,59.0,61.8
44,60.0,61.9
44,61.0,62.0
44,62.0,62.1
44,63.0,62.2
44,64.0,62.3
44,65.0,62.4
44,66.0,62.5
44,67.0,62.6
44,68.0,62.8
44,69.0,62.9
44,70.0,63.0
44,71.0,63.1
44,72.0,63.3
44,73.0,63.4
44,74.0,63.5
44,75.0,63.7
44,76.0,63.8
44,77.0,63.9
44,78.0,64.1
44,79.0,64.2
44,80.0,64.4
44,81.0,64.5
44,82.0,64.6
44,83.0,64.8
44,84.0,64.9
44,85.0,65.1
44,86.0,65.2
44,87.0,65.3
44,88.0,65.5
44,89.0,65.6
44,90.0,65.8
44,91.0,65.9
44,92.0,66.0
44,93.0,66.2
44,94.0,66.3
44,95.0,66.4
44,96.0,66.6
44,97.0,66.7
44,98.0,66.8
44,99.0,66.9
45,0.0,82.0
45,1.0,81.9
45,2.0,81.7
45,3.0,81.6
45,4.0,81.5
45,5.0,66.3
45,6.0,66.2
45,7.0,66.1
45,8.0,65.9
45,9.0,65.8
45,10.0,65.6
45,11.0,65.5
45,12.0,65.4
45,13.0,65.2
45,14.0,65.1
45,15.0,64.9
45,16.0,64.8
45,17.0,64.7
45,18.0,64.5
45,19.0,64.4
45,20.0,64.2
45,21.0,64.1
45,22.0,63.9
45,23.0,63.8
45,24.0,63.6
45,25.0,63.5
45,26.0,63.4
45,27.0,63.2
45,28.0,63.1
45,29.0,62.9
45,30.0,62.8
45,31.0,62.7
45,32.0,62.5
45,33.0,62.4
45,34.0,62.3
45,35.0,62.2
45,36.0,62.1
45,37.0,62.0
45,38.0,61.9
45,39.0,61.8
45,40.0,61.7
45,41.0,61.6
45,42.0,61.5
45,43.0,61.4
45,44.0,61.4
45,45.0,61.3
45,46.0,61.3
45,47.0,61.3
45,48.0,61.2
45,49.0,61.2
45,50.0,61.2
45,51.0,61.2
45,52.0,61.2
45,53.0,61.3
45,54.0,61.3
45,55.0,61.3
45,56.0,61.4
45,57.0,61.4
45,58.0,61.5
45,59.0,61.6
45,60.0,61.7
45,61.0,61.8
45,62.0,61.9
45,63.0,62.0
45,64.0,62.1
45,65.0,62.2
45,66.0,62.3
45,67.0,62.4
45,68.0,62.5
45,69.0,62.7
45,70.0,62.8
45,71.0,62.9
45,72.0,63.1
45,73.0,63.2
45,74.0,63.4
45,75.0,63.5
45,76.0,63.6
45,77.0,63.8
45,78.0,63.9
45,79.0,64.1
45,80.0,64.2
45,81.0,64.4
45,82.0,64.5
45,83.0,64.7
45,84.0,64.8
45,85.0,64.9
45,86.0,65.1
45,87.0,65.2
45,88.0,65.4
45,89.0,65.5
45,90.0,65.6
45,91.0,65.8
45,92.0,65.9
45,93.0,66.1
45,94.0,66.2
45,95.0,66.3
45,96.0,66.5
45,97.0,66.6
45,98.0,66.7
45,99.0,66.9
46,0.0,66.9
46,1.0,66.8
46,2.0,81.6
46,3.0,81.5
46,4.0,81.4
46,5.0,81.2
46,6.0,66.1
46,7.0,66.0
46,8.0,65.8
46,9.0,65.7
46,10.0,65.5
46,11.0,65.4
46,12.0,65.3
46,13.0,65.1
46,14.0,65.0
46,15.0,64.8
46,16.0,64.7
46,17.0,64.5
46,18.0,64.4
46,19.0,64.2
46,20.0,64.1
46,21.0,63.9
46,22.0,63.8
46,23.0,63.6
46,24.0,63.5
46,25.0,63.3
46,26.0,63.2
46,27.0,63.0
46,28.0,62.9
46,29.0,62.7
46,30.0,62.6
46,31.0,62.5
46,32.0,62.3
46,33.0,62.2
46,34.0,62.1
46,35.0,61.9
46,36.0,61.8
46,37.0,61.7
46,38.0,61.6
46,39.0,61.5
46,40.0,61.4
46,41.0,61.3
46,42.0,61.2
46,43.0,61.2
46,44.0,61.1
46,45.0,61.0
46,46.0,61.0
46,47.0,61.0
46,48.0,60.9
46,49.0,60.9
46,50.0,60.9
46,51.0,60.9
46,52.0,60.9
46,53.0,61.0
46,54.0,61.0
46,55.0,61.0
46,56.0,61.1
46,57.0,61.2
46,58.0,61.2
46,59.0,61.3
46,60.0,61.4
46,61.0,61.5
46,62.0,61.6
46,63.0,61.7
46,64.0,61.8
46,65.0,61.9
46,66.0,62.1
46,67.0,62.2
46,68.0,62.3
46,69.0,62.5
46,70.0,62.6
46,71.0,62.7
46,72.0,62.9
46,73.0,63.0
46,74.0,63.2
46,75.0,63.3
46,76.0,63.5
46,77.0,63.6
46,78.0,63.8
46,79.0,63.9
46,80.0,64.1
46,81.0,64.2
46,82.0,64.4
46,83.0,64.5
46,84.0,64.7
46,85.0,64.8
46,86.0,65.0
46,87.0,65.1
46,88.0,65.3
46,89.0,65.4
46,90.0,65.5
46,91.0,65.7
46,92.0,65.8
46,93.0,66.0
46,94.0,66.1
46,95.0,66.2
46,96.0,66.4
46,97.0,66.5
46,98.0,66.6
46,99.0,66.8
47,0.0,66.8
47,1.0,66.7
47,2.0,66.6
47,3.0,66.4
47,4.0,81.3
47,5.0,81.2
47,6.0,81.0
47,7.0,80.9
47,8.0,65.7
47,9.0,65.6
47,10.0,65.4
47,11.0,65.3
47,12.0,65.1
47,13.0,65.0
47,14.0,64.9
47,15.0,64.7
47,16.0,64.5
47,17.0,64.4
47,18.0,64.2
47,19.0,64.1
47,20.0,63.9
47,21.0,63.8
47,22.0,63.6
47,23.0,63.5
47,24.0,63.3
47,25.0,63.2
47,26.0,63.0
47,27.0,62.9
47,28.0,62.7
47,29.0,62.6
47,30.0,62.4
47,31.0,62.3
47,32.0,62.1
47,33.0,62.0
47,34.0,61.8
47,35.0,61.7
47,36.0,61.6
47,37.0,61.5
47,38.0,61.3
47,39.0,61.2
47,40.0,61.1
47,41.0,61.0
47,42.0,61.0
47,43.0,60.9
47,44.0,60.8
47,45.0,60.7
47,46.0,60.7
47,47.0,60.7
47,48.0,60.6
47,49.0,60.6
47,50.0,60.6
47,51.0,60.6
47,52.0,60.6
47,53.0,60.7
47,54.0,60.7
47,55.0,60.7
47,56.0,60.8
47,57.0,60.9
47,58.0,61.0
47,59.0,61.0
47,60.0,61.1
47,61.0,61.2
47,62.0,61.3
47,63.0,61.5
47,64.0,61.6
47,65.0,61.7
47,66.0,61.8
47,67.0,62.0
47,68.0,62.1
47,69.0,62.3
47,70.0,62.4
47,71.0,62.6
47,72.0,62.7
47,73.0,62.9
47,74.0,63.0
47,75.0,63.2
47,76.0,63.3
47,77.0,63.5
47,78.0,63.6
47,79.0,63.8
47,80.0,63.9
47,81.0,64.1
47,82.0,64.2
47,83.0,64.4
47,84.0,64.5
47,85.0,64.7
47,86.0,64.9
47,87.0,65.0
47,88.0,65.1
47,89.0,65.3
47,90.0,65.4
47,91.0,65.6
47,92.0,65.7
47,93.0,65.9
47,94.0,66.0
47,95.0,66.2
47,96.0,66.3
47,97.0,66.4
47,98.0,66.6
47,99.0,66.7
48,0.0,66.8
48,1.0,66.6
48,2.0,66.5
48,3.0,66.4
48,4.0,66.2
48,5.0,81.1
48,6.0,80.9
48,7.0,80.8
48,8.0,80.6
48,9.0,65.5
48,10.0,65.3
48,11.0,65.2
48,12.0,65.0
48,13.0,64.9
48,14.0,64.7
48,15.0,64.6
48,16.0,64.4
48,17.0,64.3
48,18.0,64.1
48,19.0,63.9
48,20.0,63.8
48,21.0,63.6
48,22.0,63.5
48,23.0,63.3
48,24.0,63.1
48,25.0,63.0
48,26.0,62.8
48,27.0,62.7
48,28.0,62.5
48,29.0,62.4
48,30.0,62.2
48,31.0,62.0
48,32.0,61.9
48,33.0,61.7
48,34.0,61.6
48,35.0,61.5
48,36.0,61.3
48,37.0,61.2
48,38.0,61.1
48,39.0,61.0
48,40.0,60.9
48,41.0,60.8
48,42.0,60.7
48,43.0,60.6
48,44.0,60.5
48,45.0,60.4
48,46.0,60.4
48,47.0,60.4
48,48.0,60.3
48,49.0,60.3
48,50.0,60.3
48,51.0,60.3
48,52.0,60.3
48,53.0,60.4
48,54.0,60.4
48,55.0,60.4
48,56.0,60.5
48,57.0,60.6
48,58.0,60.7
48,59.0,60.8
48,60.0,60.9
48,61.0,61.0
48,62.0,61.1
48,63.0,61.2
48,64.0,61.3
48,65.0,61.5
48,66.0,61.6
48,67.0,61.7
48,68.0,61.9
48,69.0,62.0
48,70.0,62.2
48,71.0,62.4
48,72.0,62.5
48,73.0,62.7
48,74.0,62.8
48,75.0,63.0
48,76.0,63.1
48,77.0,63.3
48,78.0,63.5
48,79.0,63.6
48,80.0,63.8
48,81.0,63.9
48,82.0,64.1
48,83.0,64.3
48,84.0,64.4
48,85.0,64.6
48,86.0,64.7
48,87.0,64.9
48,88.0,65.0
48,89.0,65.2
48,90.0,65.3
48,91.0,65.5
48,92.0,65.6
48,93.0,65.8
48,94.0,65.9
48,95.0,66.1
48,96.0,66.2
48,97.0,66.4
48,98.0,66.5
48,99.0,66.6
49,0.0,71.7
49,1.0,71.6
49,2.0,66.4
49,3.0,66.3
49,4.0,66.1
49,5.0,66.0
49,6.0,65.8
49,7.0,80.7
49,8.0,80.5
49,9.0,80.4
49,10.0,80.2
49,11.0,65.1
49,12.0,64.9
49,13.0,64.8
49,14.0,64.6
49,15.0,64.5
49,16.0,64.3
49,17.0,64.1
49,18.0,64.0
49,19.0,63.8
49,20.0,63.6
49,21.0,63.5
49,22.0,63.3
49,23.0,63.1
49,24.0,63.0
49,25.0,62.8
49,26.0,62.6
49,27.0,62.5
49,28.0,62.3
49,29.0,62.2
49,30.0,62.0
49,31.0,61.8
49,32.0,61.7
49,33.0,61.5
49,34.0,61.4
49,35.0,61.2
49,36.0,61.1
49,37.0,60.9
49,38.0,60.8
49,39.0,60.7
49,40.0,60.6
49,41.0,60.5
49,42.0,60.4
49,43.0,60.3
49,44.0,60.2
49,45.0,60.1
49,46.0,60.1
49,47.0,60.0
49,48.0,60.0
49,49.0,60.0
49,50.0,60.0
49,51.0,60.0
49,52.0,60.0
49,53.0,60.0
49,54.0,60.1
49,55.0,60.1
49,56.0,60.2
49,57.0,60.3
49,58.0,60.4
49,59.0,60.5
49,60.0,60.6
49,61.0,60.7
49,62.0,60.8
49,63.0,60.9
49,64.0,61.1
49,65.0,61.2
49,66.0,61.4
49,67.0,61.5
49,68.0,61.7
49,69.0,61.8
49,70.0,62.0
49,71.0,62.2
49,72.0,62.3
49,73.0,62.5
49,74.0,62.6
49,75.0,62.8
49,76.0,63.0
49,77.0,63.1
49,78.0,63.3
49,79.0,63.5
49,80.0,63.6
49,81.0,63.8
49,82.0,64.0
49,83.0,64.1
49,84.0,64.3
49,85.0,64.5
49,86.0,64.6
49,87.0,64.8
49,88.0,64.9
49,89.0,65.1
49,90.0,65.2
49,91.0,65.4
49,92.0,65.5
49,93.0,65.7
49,94.0,65.8
49,95.0,66.0
49,96.0,66.1
49,97.0,66.3
49,98.0,66.4
49,99.0,66.6
50,0.0,71.6
50,1.0,71.5
50,2.0,71.3
50,3.0,71.2
50,4.0,66.0
50,5.0,65.9
50,6.0,65.8
50,7.0,65.6
50,8.0,65.5
50,9.0,80.3
50,10.0,80.1
50,11.0,65.0
50,12.0,64.8
50,13.0,64.7
50,14.0,64.5
50,15.0,64.3
50,16.0,64.2
50,17.0,64.0
50,18.0,63.8
50,19.0,63.7
50,20.0,63.5
50,21.0,63.3
50,22.0,63.2
50,23.0,63.0
50,24.0,62.8
50,25.0,62.6
50,26.0,62.5
50,27.0,62.3
50,28.0,62.1
50,29.0,61.9
50,30.0,61.8
50,31.0,61.6
50,32.0,61.4
50,33.0,61.3
50,34.0,61.1
50,35.0,61.0
50,36.0,60.8
50,37.0,60.7
50,38.0,60.5
50,39.0,60.4
50,40.0,60.3
50,41.0,60.2
50,42.0,60.1
50,43.0,60.0
50,44.0,59.9
50,45.0,59.8
50,46.0,59.7
50,47.0,59.7
50,48.0,59.7
50,49.0,59.6
50,50.0,59.6
50,51.0,59.6
50,52.0,59.7
50,53.0,59.7
50,54.0,59.7
50,55.0,59.8
50,56.0,59.9
50,57.0,60.0
50,58.0,60.1
50,59.0,60.2
50,60.0,60.3
50,61.0,60.4
50,62.0,60.5
50,63.0,60.7
50,64.0,60.8
50,65.0,61.0
50,66.0,61.1
50,67.0,61.3
50,68.0,61.4
50,69.0,61.6
50,70.0,61.8
50,71.0,61.9
50,72.0,62.1
50,73.0,62.3
50,74.0,62.5
50,75.0,62.6
50,76.0,62.8
50,77.0,63.0
50,78.0,63.2
50,79.0,63.3
50,80.0,63.5
50,81.0,63.7
50,82.0,63.8
50,83.0,64.0
50,84.0,64.2
50,85.0,64.3
50,86.0,64.5
50,87.0,64.7
50,88.0,64.8
50,89.0,65.0
50,90.0,65.1
50,91.0,65.3
50,92.0,65.5
50,93.0,65.6
50,94.0,65.8
50,95.0,65.9
50,96.0,66.0
50,97.0,66.2
50,98.0,66.3
50,99.0,66.5
51,0.0,71.6
51,1.0,71.4
51,2.0,71.3
51,3.0,71.1
51,4.0,71.0
51,5.0,65.8
51,6.0,65.7
51,7.0,65.5
51,8.0,65.4
51,9.0,65.2
51,10.0,65.0
51,11.0,64.9
51,12.0,64.7
51,13.0,64.6
51,14.0,64.4
51,15.0,64.2
51,16.0,64.1
51,17.0,63.9
51,18.0,63.7
51,19.0,63.5
51,20.0,63.4
51,21.0,63.2
51,22.0,63.0
51,23.0,62.8
51,24.0,62.6
51,25.0,62.5
51,26.0,62.3
51,27.0,62.1
51,28.0,61.9
51,29.0,61.7
51,30.0,61.6
51,31.0,61.4
51,32.0,61.2
51,33.0,61.0
51,34.0,60.9
51,35.0,60.7
51,36.0,60.5
51,37.0,60.4
51,38.0,60.2
51,39.0,60.1
51,40.0,60.0
51,41.0,59.8
51,42.0,59.7
51,43.0,59.6
51,44.0,59.5
51,45.0,59.5
51,46.0,59.4
51,47.0,59.3
51,48.0,59.3
51,49.0,59.3
51,50.0,59.3
51,51.0,59.3
51,52.0,59.3
51,53.0,59.3
51,54.0,59.4
51,55.0,59.5
51,56.0,59.5
51,57.0,59.6
51,58.0,59.7
51,59.0,59.8
51,60.0,60.0
51,61.0,60.1
51,62.0,60.2
51,63.0,60.4
51,64.0,60.5
51,65.0,60.7
51,66.0,60.9
51,67.0,61.0
51,68.0,61.2
51,69.0,61.4
51,70.0,61.6
51,71.0,61.7
51,72.0,61.9
51,73.0,62.1
51,74.0,62.3
51,75.0,62.5
51,76.0,62.6
51,77.0,62.8
51,78.0,63.0
51,79.0,63.2
51,80.0,63.4
51,81.0,63.5
51,82.0,63.7
51,83.0,63.9
51,84.0,64.1
51,85.0,64.2
51,86.0,64.4
51,87.0,64.6
51,88.0,64.7
51,89.0,64.9
51,90.0,65.0
51,91.0,65.2
51,92.0,65.4
51,93.0,65.5
51,94.0,65.7
51,95.0,65.8
51,96.0,66.0
51,97.0,66.1
51,98.0,66.3
51,99.0,66.4
52,0.0,66.5
52,1.0,66.3
52,2.0,71.2
52,3.0,71.0
52,4.0,70.9
52,5.0,70.7
52,6.0,70.6
52,7.0,65.4
52,8.0,65.3
52,9.0,65.1
52,10.0,65.0
52,11.0,64.8
52,12.0,64.6
52,13.0,64.5
52,14.0,64.3
52,15.0,64.1
52,16.0,63.9
52,17.0,63.8
52,18.0,63.6
52,19.0,63.4
52,20.0,63.2
52,21.0,63.0
52,22.0,62.9
52,23.0,62.7
52,24.0,62.5
52,25.0,62.3
52,26.0,62.1
52,27.0,61.9
52,28.0,61.7
52,29.0,61.5
52,30.0,61.4
52,31.0,61.2
52,32.0,61.0
52,33.0,60.8
52,34.0,60.6
52,35.0,60.4
52,36.0,60.3
52,37.0,60.1
52,38.0,60.0
52,39.0,59.8
52,40.0,59.7
52,41.0,59.5
52,42.0,59.4
52,43.0,59.3
52,44.0,59.2
52,45.0,59.1
52,46.0,59.0
52,47.0,59.0
52,48.0,58.9
52,49.0,58.9
52,50.0,58.9
52,51.0,58.9
52,52.0,58.9
52,53.0,59.0
52,54.0,59.0
52,55.0,59.1
52,56.0,59.2
52,57.0,59.3
52,58.0,59.4
52,59.0,59.5
52,60.0,59.7
52,61.0,59.8
52,62.0,60.0
52,63.0,60.1
52,64.0,60.3
52,65.0,60.4
52,66.0,60.6
52,67.0,60.8
52,68.0,61.0
52,69.0,61.2
52,70.0,61.4
52,71.0,61.5
52,72.0,61.7
52,73.0,61.9
52,74.0,62.1
52,75.0,62.3
52,76.0,62.5
52,77.0,62.7
52,78.0,62.9
52,79.0,63.0
52,80.0,63.2
52,81.0,63.4
52,82.0,63.6
52,83.0,63.8
52,84.0,63.9
52,85.0,64.1
52,86.0,64.3
52,87.0,64.5
52,88.0,64.6
52,89.0,64.8
52,90.0,65.0
52,91.0,65.1
52,92.0,65.3
52,93.0,65.4
52,94.0,65.6
52,95.0,65.7
52,96.0,65.9
52,97.0,66.0
52,98.0,66.2
52,99.0,66.3
53,0.0,66.4
53,1.0,66.3
53,2.0,66.1
53,3.0,66.0
53,4.0,70.8
53,5.0,70.7
53,6.0,70.5
53,7.0,70.3
53,8.0,70.2
53,9.0,65.0
53,10.0,64.9
53,11.0,64.7
53,12.0,64.5
53,13.0,64.3
53,14.0,64.2
53,15.0,64.0
53,16.0,63.8
53,17.0,63.6
53,18.0,63.5
53,19.0,63.3
53,20.0,63.1
53,21.0,62.9
53,22.0,62.7
53,23.0,62.5
53,24.0,62.3
53,25.0,62.1
53,26.0,61.9
53,27.0,61.7
53,28.0,61.5
53,29.0,61.3
53,30.0,61.1
53,31.0,60.9
53,32.0,60.7
53,33.0,60.6
53,34.0,60.4
53,35.0,60.2
53,36.0,60.0
53,37.0,59.8
53,38.0,59.6
53,39.0,59.5
53,40.0,59.3
53,41.0,59.2
53,42.0,59.1
53,43.0,58.9
53,44.0,58.8
53,45.0,58.7
53,46.0,58.7
53,47.0,58.6
53,48.0,58.6
53,49.0,58.5
53,50.0,58.5
53,51.0,58.5
53,52.0,58.6
53,53.0,58.6
53,54.0,58.7
53,55.0,58.7
53,56.0,58.8
53,57.0,58.9
53,58.0,59.1
53,59.0,59.2
53,60.0,59.3
53,61.0,59.5
53,62.0,59.6
53,63.0,59.8
53,64.0,60.0
53,65.0,60.2
53,66.0,60.4
53,67.0,60.6
53,68.0,60.7
53,69.0,60.9
53,70.0,61.1
53,71.0,61.3
53,72.0,61.5
53,73.0,61.7
53,74.0,61.9
53,75.0,62.1
53,76.0,62.3
53,77.0,62.5
53,78.0,62.7
53,79.0,62.9
53,80.0,63.1
53,81.0,63.3
53,82.0,63.5
53,83.0,63.6
53,84.0,63.8
53,85.0,64.0
53,86.0,64.2
53,87.0,64.3
53,88.0,64.5
53,89.0,64.7
53,90.0,64.9
53,91.0,65.0
53,92.0,65.2
53,93.0,65.3
53,94.0,65.5
53,95.0,65.7
53,96.0,65.8
53,97.0,66.0
53,98.0,66.1
53,99.0,66.3
54,0.0,66.4
54,1.0,66.2
54,2.0,66.1
54,3.0,65.9
54,4.0,65.7
54,5.0,65.6
54,6.0,70.4
54,7.0,70.3
54,8.0,70.1
54,9.0,69.9
54,10.0,69.8
54,11.0,64.6
54,12.0,64.4
54,13.0,64.2
54,14.0,64.1
54,15.0,63.9
54,16.0,63.7
54,17.0,63.5
54,18.0,63.3
54,19.0,63.1
54,20.0,62.9
54,21.0,62.7
54,22.0,62.6
54,23.0,62.4
54,24.0,62.2
54,25.0,61.9
54,26.0,61.7
54,27.0,61.5
54,28.0,61.3
54,29.0,61.1
54,30.0,60.9
54,31.0,60.7
54,32.0,60.5
54,33.0,60.3
54,34.0,60.1
54,35.0,59.9
54,36.0,59.7
54,37.0,59.5
54,38.0,59.3
54,39.0,59.2
54,40.0,59.0
54,41.0,58.8
54,42.0,58.7
54,43.0,58.6
54,44.0,58.5
54,45.0,58.4
54,46.0,58.3
54,47.0,58.2
54,48.0,58.2
54,49.0,58.1
54,50.0,58.1
54,51.0,58.1
54,52.0,58.2
54,53.0,58.2
54,54.0,58.3
54,55.0,58.4
54,56.0,58.5
54,57.0,58.6
54,58.0,58.7
54,59.0,58.8
54,60.0,59.0
54,61.0,59.2
54,62.0,59.3
54,63.0,59.5
54,64.0,59.7
54,65.0,59.9
54,66.0,60.1
54,67.0,60.3
54,68.0,60.5
54,69.0,60.7
54,70.0,60.9
54,71.0,61.1
54,72.0,61.3
54,73.0,61.5
54,74.0,61.7
54,75.0,61.9
54,76.0,62.2
54,77.0,62.4
54,78.0,62.6
54,79.0,62.7
54,80.0,62.9
54,81.0,63.1
54,82.0,63.3
54,83.0,63.5
54,84.0,63.7
54,85.0,63.9
54,86.0,64.1
54,87.0,64.2
54,88.0,64.4
54,89.0,64.6
54,90.0,64.8
54,91.0,64.9
54,92.0,65.1
54,93.0,65.3
54,94.0,65.4
54,95.0,65.6
54,96.0,65.7
54,97.0,65.9
54,98.0,66.1
54,99.0,66.2
55,0.0,66.3
55,1.0,66.1
55,2.0,66.0
55,3.0,65.8
55,4.0,65.7
55,5.0,65.5
55,6.0,65.4
55,7.0,65.2
55,8.0,70.0
55,9.0,69.9
55,10.0,69.7
55,11.0,69.5
55,12.0,64.3
55,13.0,64.1
55,14.0,64.0
55,15.0,63.8
55,16.0,63.6
55,17.0,63.4
55,18.0,63.2
55,19.0,63.0
55,20.0,62.8
55,21.0,62.6
55,22.0,62.4
55,23.0,62.2
55,24.0,62.0
55,25.0,61.8
55,26.0,61.6
55,27.0,61.4
55,28.0,61.1
55,29.0,60.9
55,30.0,60.7
55,31.0,60.5
55,32.0,60.3
55,33.0,60.1
55,34.0,59.8
55,35.0,59.6
55,36.0,59.4
55,37.0,59.2
55,38.0,59.0
55,39.0,58.8
55,40.0,58.7
55,41.0,58.5
55,42.0,58.3
55,43.0,58.2
55,44.0,58.1
55,45.0,58.0
55,46.0,57.9
55,47.0,57.8
55,48.0,57.7
55,49.0,57.7
55,50.0,57.7
55,51.0,57.7
55,52.0,57.7
55,53.0,57.8
55,54.0,57.9
55,55.0,58.0
55,56.0,58.1
55,57.0,58.2
55,58.0,58.3
55,59.0,58.5
55,60.0,58.7
55,61.0,58.8
55,62.0,59.0
55,63.0,59.2
55,64.0,59.4
55,65.0,59.6
55,66.0,59.8
55,67.0,60.1
55,68.0,60.3
55,69.0,60.5
55,70.0,60.7
55,71.0,60.9
55,72.0,61.1
55,73.0,61.4
55,74.0,61.6
55,75.0,61.8
55,76.0,62.0
55,77.0,62.2
55,78.0,62.4
55,79.0,62.6
55,80.0,62.8
55,81.0,63.0
55,82.0,63.2
55,83.0,63.4
55,84.0,63.6
